bits, slices, ffs, luts, brams, dsps, cp achieved, cp requested
 10    1533    5269    2257    0    61    3.000    2.814    
 20    1422    5012    2382    0    61    3.000    3.074    
 30    1541    5094    2593    0    61    3.000    3.181    
 40    1622    5167    2978    0    61    3.000    4.404    
 50    1582    5239    3047    0    61    3.000    4.316    
 60    1699    5345    3178    0    61    3.000    4.328    
 70    1727    5278    3503    0    61    3.000    4.875    
 80    1780    5305    3643    0    61    3.000    5.058    
