bits, slices, ffs, luts, brams, dsps, cp achieved, cp requested
20    5    0    20    0    0    3.000    1.163    
30    8    0    30    0    0    3.000    1.325    
40    10    0    40    0    0    3.000    1.433    
50    13    0    50    0    0    3.000    1.595    
60    15    0    60    0    0    3.000    1.703    
70    18    0    70    0    0    3.000    1.866    
80    20    0    80    0    0    3.000    1.980    
