bits, slices, ffs, luts, brams, dsps, cp achieved, cp requested
10    4    0    11    0    0    3.000    1.055    
20    6    0    21    0    0    3.000    1.163    
30    9    0    31    0    0    3.000    1.325    
40    11    0    41    0    0    3.000    1.433    
50    14    0    51    0    0    3.000    1.595    
60    16    0    61    0    0    3.000    1.703    
70    19    0    71    0    0    3.000    1.866    
80    21    0    81    0    0    3.000    1.980    
