bits, slices, ffs, luts, brams, dsps, cp achieved, cp requested
 10    1188    2973    2943    0    26    3.000    2.728    
 20    1153    2672    3047    0    26    3.000    3.161    
 30    1237    2750    3275    0    26    3.000    3.317    
 40    1339    2826    3643    0    26    3.000    4.170    
 50    1371    2904    3720    0    26    3.000    4.362    
 60    1426    3006    3840    0    26    3.000    4.464    
 70    1449    2931    4164    0    26    3.000    4.796    
 80    1490    2962    4313    0    26    3.000    5.008    
