# ASA range vs runtime for fig3 
# lower_bound   ASA_runtime    
9   47.103   296
8   45.240   296
7   45.959   296
6   48.166   298
5   69.911   296
4   72.243   296
3   62.228   296
2   63.551   296
1   77.671   296
0   76.361   298
