bits, slices, ffs, luts, brams, dsps, cp achieved, cp requested
10    69    210    206    0    0    3.000    2.380    
20    583    1763    1829    0    0    3.000    2.915    
30    1560    4913    5024    0    0    3.000    2.898    
40    2918    9696    9771    0    0    3.000    3.142    
50    5143    16128    16276    0    0    3.000    3.507    
60    7062    24070    24327    0    0    3.000    3.955    
70    9666    33625    33991    0    0    3.000    4.354    
80    12876    44779    45271    0    0    3.000    4.706    
