0.749775   10000
1.499550   10000
2.249325   10000
2.999100   10000
3.748875   10000
4.498650   10000
5.248425   10000
5.998201   10000
6.747976   10000
7.497751   10000
8.247526   10000
8.997301   10000
9.747076   10000
10.496851   10000
11.246626   10000
11.996401   10000
12.746176   10000
13.495951   10000
14.245726   10000
14.995501   10000
15.745276   10000
16.495051   10000
17.244827   10000
17.994602   10000
18.744377   10000
19.494152   10000
20.243927   10000
20.993702   10000
21.743477   10000
22.493252   10000
23.243027   10000
23.992802   10000
24.742577   10000
25.492352   10000
26.242127   10000
26.991902   10000
27.741677   10000
28.491453   10000
29.241228   10000
29.991003   10000
30.740778   10000
31.490553   10000
32.240328   10000
32.990103   10000
33.739878   10000
34.489653   10000
35.239428   10000
35.989203   10000
36.738978   10000
37.488753   10000
38.238528   10000
38.988304   10000
39.738079   10000
40.487854   10000
41.237629   10000
41.987404   10000
42.737179   10000
43.486954   10000
44.236729   10000
44.986504   10000
45.736279   10000
46.486054   10000
47.235829   10000
47.985604   10000
48.735379   10000
49.485154   10000
50.234930   10000
50.984705   10000
51.734480   10000
52.484255   10000
53.234030   10000
53.983805   10000
54.733580   10000
55.483355   10000
56.233130   10000
56.982905   10000
57.732680   10000
58.482455   10000
59.232230   10000
59.982005   10000
60.731780   10000
61.481556   10000
62.231331   10000
62.981106   10000
63.730881   10000
64.480656   10000
65.230431   10000
65.980206   10000
66.729981   10000
67.479756   10000
68.229531   10000
68.979306   10000
69.729081   10000
70.478856   10000
71.228631   10000
71.978406   10000
72.728182   10000
73.477957   10000
74.227732   10000
74.977507   10000
75.727282   10000
76.477057   10000
77.226832   10000
77.976607   10000
78.726382   10000
79.476157   10000
80.225932   10000
80.975707   10000
81.725482   10000
82.475257   10000
83.225032   10000
83.974808   10000
84.724583   10000
85.474358   10000
86.224133   10000
86.973908   10000
87.723683   10000
88.473458   10000
89.223233   10000
89.973008   10000
90.722783   10000
91.472558   10000
92.222333   10000
92.972108   10000
93.721883   10000
94.471659   10000
95.221434   10000
95.971209   10000
96.720984   10000
97.470759   9912
98.220534   9912
98.970309   9912
99.720084   9912
100.469859   9912
101.219634   9912
101.969409   9912
102.719184   9912
103.468959   9912
104.218734   9912
104.968509   9912
105.718285   9912
106.468060   9912
107.217835   9912
107.967610   9912
108.717385   9912
109.467160   9912
110.216935   9912
110.966710   9912
111.716485   9912
112.466260   9912
113.216035   9912
113.965810   9912
114.715585   9912
115.465360   9912
116.215135   9912
116.964911   9912
117.714686   9912
118.464461   9819
119.214236   9819
119.964011   9819
120.713786   9819
121.463561   9819
122.213336   9819
122.963111   9819
123.712886   9819
124.462661   9819
125.212436   9758
125.962211   9758
126.711986   9758
127.461761   9758
128.211537   9758
128.961312   9758
129.711087   9758
130.460862   9758
131.210637   9563
131.960412   9563
132.710187   9563
133.459962   9563
134.209737   9563
134.959512   9563
135.709287   9563
136.459062   9563
137.208837   9563
137.958612   9563
138.708387   9563
139.458163   9563
140.207938   9552
140.957713   9552
141.707488   9552
142.457263   9552
143.207038   9552
143.956813   9552
144.706588   9552
145.456363   9552
146.206138   9552
146.955913   9552
147.705688   9552
148.455463   9552
149.205238   9552
149.955013   9552
150.704789   9552
151.454564   9552
152.204339   9552
152.954114   9552
153.703889   9552
154.453664   9552
155.203439   9552
155.953214   9552
156.702989   9552
157.452764   9065
158.202539   9065
158.952314   9065
159.702089   9065
160.451864   9065
161.201640   9065
161.951415   9065
162.701190   9043
163.450965   9043
164.200740   9043
164.950515   9043
165.700290   8871
166.450065   8871
167.199840   8871
167.949615   8871
168.699390   8871
169.449165   8871
170.198940   8871
170.948715   8851
171.698490   8851
172.448266   8851
173.198041   8851
173.947816   8851
174.697591   8851
175.447366   8851
176.197141   8851
176.946916   8851
177.696691   8851
178.446466   8851
179.196241   8851
179.946016   8851
180.695791   8851
181.445566   8851
182.195341   8851
182.945116   8851
183.694892   8851
184.444667   8851
185.194442   8851
185.944217   8851
186.693992   8851
187.443767   8851
188.193542   8851
188.943317   8851
189.693092   8851
190.442867   8851
191.192642   8851
191.942417   8851
192.692192   8851
193.441967   8851
194.191742   8851
194.941518   8851
195.691293   8851
196.441068   8851
197.190843   8851
197.940618   8851
198.690393   8851
199.440168   8851
200.189943   8851
200.939718   8851
201.689493   8851
202.439268   8851
203.189043   8851
203.938818   8851
204.688593   8851
205.438368   8851
206.188144   8851
206.937919   8851
207.687694   8851
208.437469   8851
209.187244   8851
209.937019   8851
210.686794   8851
211.436569   8851
212.186344   8851
212.936119   8851
213.685894   8851
214.435669   8851
215.185444   8851
215.935219   8765
216.684995   8765
217.434770   8765
218.184545   8765
218.934320   8765
219.684095   8765
220.433870   8765
221.183645   8765
221.933420   8753
222.683195   8753
223.432970   8753
224.182745   8753
224.932520   8753
225.682295   8753
226.432070   8753
227.181845   8753
227.931621   8753
228.681396   8753
229.431171   8753
230.180946   8753
230.930721   8753
231.680496   8753
