#time(ms)  mc_area
2.850272   1403
4.777952   1343
7.796288   1319
14.069760   1319
26.271393   1312
51.707649   1288
161.727203   1288
276.893372   1264
476.702698   1257
882.111023   1226
1687.245728   1244
3294.158447   1203
